id,rep_id,office_type,line1,line2,line3,line4,line5,latitude,longitude,lonlat,created_at,updated_at,phone
478,343,capitol,130 State Capitol 75 Rev. Dr. Martin Luther King Jr.,,", MN 55155",,,,,,2016-12-23 07:36:18.908364,2016-12-23 07:36:18.908364,(651) 201-3400
479,344,capitol,130 State Capitol 75 Rev. Dr. Martin Luther King Jr.,,", MN 55155",,,,,,2016-12-23 07:36:19.129825,2016-12-23 07:36:19.129825,(651) 201-3400
480,345,capitol,2244 Rayburn Building,,"Washington, DC 20515",,,38.8863441,-77.0118219,,2016-12-23 07:36:25.221044,2016-12-23 07:36:25.221044,(202) 225-4755
481,346,capitol,2447 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 07:36:37.603684,2016-12-23 07:36:37.603684,(202) 225-6211
482,347,capitol,1034 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 07:37:29.18083,2016-12-23 07:37:29.18083,(202) 225-2472
483,348,district,127 Cannon HOB,,"Washington, DC 20515",,,38.8867787,-77.0069205,,2016-12-23 07:38:19.55806,2016-12-23 07:38:19.55806,(202) 225-2871
484,349,capitol,2109 Rayburn HOB,,"Washington, DC 20515",,,38.8873209,-77.0097973,,2016-12-23 07:40:55.708098,2016-12-23 07:40:55.708098,(202) 225-2165
485,350,capitol,2439 Rayburn HOB,,"Washington, DC 20515",,,38.8868068,-77.0111349,,2016-12-23 07:44:17.446565,2016-12-23 07:44:17.446565,(202) 225-2271
486,351,district,P.O. Box 139,,"Jackson, MS 39205",,,32.3503996,-90.1529468,,2016-12-23 12:23:49.952983,2016-12-23 12:23:49.952983,(601) 359-3150
487,352,district,PO Box 1018,,"Jackson, MS 39215",,,32.3,-90.18,,2016-12-23 12:23:50.873796,2016-12-23 12:23:50.873796,(601) 359-3200
488,353,capitol,1427 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 12:24:44.840167,2016-12-23 12:24:44.840167,(202) 225-4306
489,354,capitol,2466 Rayburn HOB,,"Washington, DC 20515",,,38.887331,-77.0097953,,2016-12-23 12:25:10.446395,2016-12-23 12:25:10.446395,(202) 225-5876
490,355,capitol,State Capitol Building,,"Nashville, TN 37243",,,36.165849,-86.7842941,,2016-12-23 12:25:20.052988,2016-12-23 12:25:20.052988,(615) 741-2001
491,356,district,307 Cannon HOB,,"Washington, DC 20515",,,,,,2016-12-23 12:25:36.060018,2016-12-23 12:25:36.060018,(202) 225-5031
492,357,district,P.O. Box 720,,"Jefferson city, MO 65102",,,38.5,-92.15,,2016-12-23 12:29:57.401359,2016-12-23 12:29:57.401359,(573) 751-3222
493,358,capitol,State Capitol Building,,"Jefferson city, MO 65101",,,38.579235,-92.173006,,2016-12-23 12:29:58.624291,2016-12-23 12:29:58.624291,(573) 751-4727
494,359,capitol,2335 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 12:30:17.941858,2016-12-23 12:30:17.941858,(202) 225-4535
495,360,district,1415 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 12:30:55.683812,2016-12-23 12:30:55.683812,(202) 225-7041
496,361,capitol,2230 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 12:32:06.634922,2016-12-23 12:32:06.634922,(202) 225-4404
497,362,district,1023 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 12:33:53.292108,2016-12-23 12:33:53.292108,(202) 225-2876
498,363,capitol,2418 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 12:35:50.641562,2016-12-23 12:35:50.641562,(202) 225-2406
499,364,capitol,2440 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 12:36:19.563992,2016-12-23 12:36:19.563992,(202) 225-2956
500,365,district,1541 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 12:37:27.718649,2016-12-23 12:37:27.718649,(202) 225-6536
501,366,capitol,435 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 12:46:52.347805,2016-12-23 12:46:52.347805,(202) 225-1621
502,367,district,Office of the Governor P.O. Box,,",  68509",,,,,,2016-12-23 12:59:13.916174,2016-12-23 12:59:13.916174,(402) 471-2244
503,368,district,Office of the Governor,,"Lincoln, NE 68509-4848",,,,,,2016-12-23 12:59:14.838067,2016-12-23 12:59:14.838067,(402) 471-2256
504,369,capitol,1514 Longworth House Office,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 13:00:09.287443,2016-12-23 13:00:09.287443,(202) 225-4806
505,370,capitol,2241 Rayburn HOB,,"Washington, DC 20515",,,38.887107,-77.010475,,2016-12-23 13:00:28.122088,2016-12-23 13:00:28.122088,(202) 225-6435
506,371,district,7126 Pacific Street,,"Omaha, NE 68106",,,41.2488165,-96.0227813,,2016-12-23 13:00:52.923096,2016-12-23 13:00:52.923096,(202) 225-4155
507,371,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 13:00:53.019625,2016-12-23 13:00:53.019625,(402) 916-5678
508,372,district,132 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 13:06:23.38903,2016-12-23 13:06:23.38903,(202) 225-3252
509,373,capitol,401 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 13:06:36.593478,2016-12-23 13:06:36.593478,(202) 225-5965
510,374,capitol,222 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 13:06:43.306552,2016-12-23 13:06:43.306552,(202) 225-6155
511,375,capitol,144 Russell Senate Office Building,,"Washington, DC 20510",,,38.8925417,-77.0074155,,2016-12-23 13:10:40.812154,2016-12-23 13:10:40.812154,(202) 224-3324
512,376,district,107 North Main Street,,"Concord, NH 03301",,,43.2069959,-71.5381999,,2016-12-23 13:10:41.757951,2016-12-23 13:10:41.757951,(603) 271-2121
513,377,capitol,137 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 13:10:48.827341,2016-12-23 13:10:48.827341,(202) 225-5206
514,378,district,33 Lowell Street,,"Manchester, NH 03101",,,42.9935835,-71.4619709,,2016-12-23 13:11:31.586164,2016-12-23 13:11:31.586164,(202) 225-5456
515,378,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 13:11:31.678628,2016-12-23 13:11:31.678628,(603) 641-9536
516,379,district,PO Box 001,,"Trenton, NJ 08625",,,40.2207029,-74.760833,,2016-12-23 13:15:35.409504,2016-12-23 13:15:35.409504,(609) 292-6000
517,380,district,P.O. Box 300,,"Trenton, NJ 08625",,,40.2207029,-74.760833,,2016-12-23 13:15:36.112431,2016-12-23 13:15:36.112431,(609) 292-6000
518,381,capitol,"2370 Rayburn House Office Building,",,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 13:17:22.62804,2016-12-23 13:17:22.62804,(202) 225-5751
519,382,capitol,2427 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 13:18:22.537936,2016-12-23 13:18:22.537936,(202) 225-6572
520,383,district,237 Cannon HOB,,"Washington, DC 20515",,,38.8868486,-77.0071099,,2016-12-23 13:18:41.583253,2016-12-23 13:18:41.583253,(202) 225-4671
521,384,capitol,2306 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 13:19:41.011957,2016-12-23 13:19:41.011957,(202) 225-5034
522,385,capitol,2373 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 13:19:47.93343,2016-12-23 13:19:47.93343,(202) 225-3765
523,386,district,850 Bear Tavern Road,,"Ewing, NJ 08628",,,40.2793143,-74.8302945,,2016-12-23 13:20:00.923379,2016-12-23 13:20:00.923379,(202) 225-5801
524,386,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 13:20:01.016716,2016-12-23 13:20:01.016716,(609) 883-0026
525,387,capitol,2342 Rayburn HOB,,"Washington, DC 20515",,,38.8868782,-77.0102282,,2016-12-23 13:20:48.659503,2016-12-23 13:20:48.659503,(202) 225-7919
526,388,capitol,2265 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 13:21:24.15549,2016-12-23 13:21:24.15549,(202) 225-6501
527,389,capitol,2446 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 14:40:22.894243,2016-12-23 14:40:22.894243,(202) 225-6190
528,390,capitol,2432 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 14:41:23.39593,2016-12-23 14:41:23.39593,(202) 225-2365
529,391,capitol,1529 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 14:55:02.922284,2016-12-23 14:55:02.922284,(202) 225-5441
530,392,capitol,NYS State Capitol Building,,"Albany, NY 12224",,,42.652835,-73.757339,,2016-12-23 14:55:04.280938,2016-12-23 14:55:04.280938,(518) 474-8390
531,393,capitol,NYS State Capitol Building,,"Albany, NY 12224",,,42.652835,-73.757339,,2016-12-23 14:55:04.673617,2016-12-23 14:55:04.673617,(518) 474-8390
532,394,district,440 South Warren St.,,"Syracuse, NY 13202",,,43.0461194,-76.1516167,,2016-12-23 14:55:53.932428,2016-12-23 14:55:53.932428,(202) 225-3701
533,394,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 14:55:54.069712,2016-12-23 14:55:54.069712,(315) 423-5657
534,395,district,31 Oak Street,,"Patchogue, NY 11772",,,40.7671697,-73.0138358,,2016-12-23 15:02:07.756336,2016-12-23 15:02:07.756336,(202) 225-3826
535,395,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 15:02:07.893631,2016-12-23 15:02:07.893631,(631) 289-1097
536,396,capitol,1436 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 15:02:50.004146,2016-12-23 15:02:50.004146,(202) 225-3965
537,397,capitol,2308 Rayburn House Office Bldg.,,"Washington, DC 20515",,,,,,2016-12-23 15:03:36.159633,2016-12-23 15:03:36.159633,(202) 225-7944
538,398,capitol,2469 Rayburn HOB,,"Washington, DC 20515",,,38.8867673,-77.010633,,2016-12-23 15:04:07.033642,2016-12-23 15:04:07.033642,(202) 225-3615
539,399,district,1504 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 15:04:15.195646,2016-12-23 15:04:15.195646,(202) 225-3161
540,400,district,136 Glen Street,,"Glens falls, NY 12801",,,43.3091113,-73.6439247,,2016-12-23 15:04:55.069582,2016-12-23 15:04:55.069582,(202) 225-4611
541,400,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 15:04:55.246092,2016-12-23 15:04:55.246092,(315) 782-3150
542,401,district,319 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 15:05:58.207483,2016-12-23 15:05:58.207483,(202) 225-3665
543,402,district,1708 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 15:06:57.852735,2016-12-23 15:06:57.852735,(202) 225-5614
544,403,capitol,339 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 15:08:22.68704,2016-12-23 15:08:22.68704,(202) 225-7896
545,404,capitol,2457 Rayburn HOB,,"Washington, DC 20515",,,38.8867404,-77.011081,,2016-12-23 15:10:48.055897,2016-12-23 15:10:48.055897,(202) 225-3335
546,405,capitol,2459 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 15:11:16.054215,2016-12-23 15:11:16.054215,(202) 225-3306
547,406,capitol,2365 Rayburn HOB,,"Washington, DC 20515",,,38.8870808,-77.0105713,,2016-12-23 15:11:37.042246,2016-12-23 15:11:37.042246,(202) 225-6506
548,407,capitol,1339 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 15:12:32.063722,2016-12-23 15:12:32.063722,(202) 225-5936
549,408,capitol,2110 Rayburn HOB,,"Washington, DC 20515",,,38.8870829,-77.0106357,,2016-12-23 15:12:53.709538,2016-12-23 15:12:53.709538,(202) 225-5635
550,409,capitol,2227 Rayburn HOB,,"Washington, DC 20515",,,38.8867571,-77.0110977,,2016-12-23 15:19:56.486326,2016-12-23 15:19:56.486326,(202) 225-4361
551,410,capitol,1117 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 15:21:53.732132,2016-12-23 15:21:53.732132,(202) 225-5265
552,411,capitol,2354 Rayburn HOB,,"Washington, DC 20515",,,38.8894,-77.0106,,2016-12-23 15:24:23.674871,2016-12-23 15:24:23.674871,(202) 225-4365
553,412,capitol,2161 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 15:27:21.910781,2016-12-23 15:27:21.910781,(202) 225-2464
554,413,capitol,2302 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 15:28:46.91915,2016-12-23 15:28:46.91915,(202) 225-2361
555,414,district,300 Garden City Plaza,,"Garden city, NY 11530",,,40.736283,-73.6160503,,2016-12-23 15:41:05.760136,2016-12-23 15:41:05.760136,(202) 225-5516
556,414,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 15:41:05.916258,2016-12-23 15:41:05.916258,(516) 739-3008
557,415,capitol,1725 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 15:41:52.328128,2016-12-23 15:41:52.328128,(202) 225-3371
558,416,capitol,2234 Rayburn HOB,,"Washington, DC 20515",,,38.8868,-77.0105,,2016-12-23 15:44:15.455921,2016-12-23 15:44:15.455921,(202) 225-3461
559,417,capitol,2463 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 15:50:28.815775,2016-12-23 15:50:28.815775,(202) 225-5076
560,418,district,1317 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 15:54:15.125835,2016-12-23 15:54:15.125835,(202) 225-2601
561,419,capitol,"2351 Rayburn House Office Building,",,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 15:52:08.382193,2016-12-24 15:52:08.382193,(202) 225-6231
562,420,district,Office of the Governor 20301 Mail Service Center,,"Raleigh, NC 27699",,,35.8093817,-78.7072068,,2016-12-24 18:11:09.390025,2016-12-24 18:11:09.390025,(919) 814-2000
563,421,district,20401 Mail Service Center,,"Raleigh, NC 27699",,,,,,2016-12-24 18:11:10.153701,2016-12-24 18:11:10.153701,(919) 733-7350
564,422,capitol,2350 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 18:12:23.389818,2016-12-24 18:12:23.389818,(202) 225-2071
565,424,capitol,2304 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 18:22:17.297263,2016-12-24 18:22:17.297263,(202) 225-1510
566,425,district,426 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 18:22:47.484341,2016-12-24 18:22:47.484341,(202) 225-4531
567,426,capitol,2162 Rayburn Building,,"Washington, DC 20515",,,38.887059,-77.0106267,,2016-12-24 18:36:06.590424,2016-12-24 18:36:06.590424,(202) 225-1784
568,427,capitol,507 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 18:37:19.594029,2016-12-24 18:37:19.594029,(202) 225-3032
569,429,capitol,2305 Rayburn HOB,,"Washington, DC 20515",,,38.8871638,-77.0106266,,2016-12-24 18:41:45.075022,2016-12-24 18:41:45.075022,(202) 225-3101
570,430,capitol,2334 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 18:48:21.331482,2016-12-24 18:48:21.331482,(202) 225-2576
571,431,capitol,2333 Rayburn HOB,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 18:48:48.306015,2016-12-24 18:48:48.306015,(202) 225-3415
572,432,capitol,429 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 18:56:32.683801,2016-12-24 18:56:32.683801,(202) 225-3715
573,433,district,1516 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 18:57:36.37587,2016-12-24 18:57:36.37587,(202) 225-6401
574,434,district,Riffe Center,,"Columbus, OH 43215",,,39.9604844,-83.0006778,,2016-12-24 18:59:03.93723,2016-12-24 18:59:03.93723,(614) 466-3555
575,435,district,Riffe Center,,"Columbus, OH 43215",,,39.9604844,-83.0006778,,2016-12-24 18:59:04.086991,2016-12-24 18:59:04.086991,(614) 466-3555
576,436,capitol,417 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 18:59:10.207505,2016-12-24 18:59:10.207505,(202) 225-4324
577,437,district,1710 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 18:59:26.654282,2016-12-24 18:59:26.654282,(202) 225-5705
578,438,district,329 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 19:01:01.492725,2016-12-24 19:01:01.492725,(202) 225-6265
579,439,capitol,2344 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 19:02:52.053771,2016-12-24 19:02:52.053771,(202) 225-7032
580,440,capitol,2371 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 19:04:25.090984,2016-12-24 19:04:25.090984,(202) 225-2216
581,441,capitol,106 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 19:05:02.467224,2016-12-24 19:05:02.467224,(202) 225-5355
582,442,district,1535 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 19:07:30.665647,2016-12-24 19:07:30.665647,(202) 225-5731
583,443,district,1223 Longworth H.O.B.,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 19:09:26.321491,2016-12-24 19:09:26.321491,(202) 225-3164
584,444,capitol,2186 Rayburn Bldg.,,"Washington, DC 20515",,,38.8867724,-77.0106303,,2016-12-24 19:10:29.169782,2016-12-24 19:10:29.169782,(202) 225-4146
585,445,district,1022 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 19:10:45.922475,2016-12-24 19:10:45.922475,(202) 225-2015
586,446,capitol,2448 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 19:12:10.771028,2016-12-24 19:12:10.771028,(202) 225-6405
587,447,capitol,2239 Rayburn Building,,"Washington, DC 20515",,,38.8867583,-77.010557,,2016-12-24 19:12:24.012428,2016-12-24 19:12:24.012428,(202) 225-6465
588,448,district,7969 Cincinnati-Dayton Road,,"West chester, OH 45069",,,39.352934,-84.3951596,,2016-12-24 19:14:17.055487,2016-12-24 19:14:17.055487,(202) 225-6205
589,448,capitol,1011 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 19:14:17.166712,2016-12-24 19:14:17.166712,(513) 779-5400
590,449,capitol,Oklahoma State Capitol,,"Oklahoma city, OK 73105",,,35.4957534,-97.503955,,2016-12-24 19:21:14.82395,2016-12-24 19:21:14.82395,(405) 521-2342
591,450,district,2300 North Lincoln Boulevard Suite 211,,"Oklahoma city,  73105",,,35.4921055,-97.5033167,,2016-12-24 19:21:15.713075,2016-12-24 19:21:15.713075,(405) 521-2161
592,451,capitol,216 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 19:21:21.500242,2016-12-24 19:21:21.500242,(202) 225-2211
593,452,capitol,2458 Rayburn HOB,,"Washington, DC 20515",,,38.8868,-77.0104999,,2016-12-24 19:22:17.05589,2016-12-24 19:22:17.05589,(202) 225-6165
594,453,capitol,2311 Rayburn HOB,,"Washington, DC 20515",,,38.8894,-77.0106,,2016-12-24 19:24:00.106156,2016-12-24 19:24:00.106156,(202) 225-5565
595,454,capitol,1113 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 19:24:17.029726,2016-12-24 19:24:17.029726,(202) 225-2701
596,455,district,4600 SE 29th,,"Del city, OK 73115",,,35.4345678,-97.4337418,,2016-12-24 19:24:48.572548,2016-12-24 19:24:48.572548,(202) 225-2132
597,455,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-24 19:24:48.880116,2016-12-24 19:24:48.880116,(405) 602-3074
598,456,capitol,State Capitol Building 900,,"Salem, OR 97301",,,44.9384444,-123.0303357,,2016-12-24 20:18:51.736971,2016-12-24 20:18:51.736971,(503) 378-3111
599,457,capitol,2134 Rayburn Office Building,,"Washington, DC 20515",,,38.886842,-77.0097673,,2016-12-24 20:19:03.248216,2016-12-24 20:19:03.248216,(202) 225-6416
600,458,capitol,2182 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 20:19:25.143122,2016-12-24 20:19:25.143122,(202) 225-6730
601,459,capitol,1111 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 20:20:48.780719,2016-12-24 20:20:48.780719,(202) 225-4811
602,460,capitol,108 Cannon House Office Bldg,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:22:16.877599,2016-12-24 20:22:16.877599,(202) 225-5711
603,461,district,439 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:22:39.243866,2016-12-24 20:22:39.243866,(202) 225-0855
604,462,capitol,393 Russell Senate Office Building,,"Washington, DC 20510",,,38.8924675,-77.007473,,2016-12-24 20:23:20.973398,2016-12-24 20:23:20.973398,(202) 224-6324
605,463,capitol,225 Main Capitol,,"Harrisburg, PA 17120",,,,,,2016-12-24 20:23:21.576474,2016-12-24 20:23:21.576474,(717) 787-2500
606,464,capitol,225 Main Capitol,,"Harrisburg, PA 17120",,,,,,2016-12-24 20:23:22.814424,2016-12-24 20:23:22.814424,(717) 787-3300
607,465,capitol,2209 Rayburn HOB,,"Washington, DC 20515",,,38.8870821,-77.010566,,2016-12-24 20:23:35.016299,2016-12-24 20:23:35.016299,(202) 225-2431
608,466,capitol,410 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:24:01.826807,2016-12-24 20:24:01.826807,(202) 225-3731
609,467,capitol,420 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:24:08.005682,2016-12-24 20:24:08.005682,(202) 225-2411
610,468,capitol,2332 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-24 20:24:13.998297,2016-12-24 20:24:13.998297,(202) 225-2301
611,469,district,204 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:24:25.64547,2016-12-24 20:24:25.64547,(202) 225-2011
612,470,capitol,2400 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 20:25:04.090965,2016-12-24 20:25:04.090965,(202) 225-4276
613,471,capitol,126 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:25:38.613196,2016-12-24 20:25:38.613196,(202) 225-5836
614,472,district,239 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:26:06.624603,2016-12-24 20:26:06.624603,(202) 225-2135
615,473,capitol,1419 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 20:27:37.843834,2016-12-24 20:27:37.843834,(202) 225-5546
616,474,district,124 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:28:25.808333,2016-12-24 20:28:25.808333,(202) 225-5121
617,475,capitol,503 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:28:52.646036,2016-12-24 20:28:52.646036,(202) 225-2065
618,476,district,102 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:29:04.217177,2016-12-24 20:29:04.217177,(202) 225-4731
619,477,capitol,2455 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-24 20:29:10.256032,2016-12-24 20:29:10.256032,(202) 225-6411
620,478,district,115 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-24 20:32:34.455679,2016-12-24 20:32:34.455679,(202) 225-6511
621,479,capitol,1519 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-24 20:34:55.021642,2016-12-24 20:34:55.021642,(202) 225-5406
622,480,district,840 North Park Road,,"Wyomissing, PA 19610",,,40.3466277,-75.9595672,,2016-12-25 13:29:22.494903,2016-12-25 13:29:22.494903,(202) 225-4315
623,480,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-25 13:29:22.562894,2016-12-25 13:29:22.562894,(610) 376-7630
624,481,district,109 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 14:14:26.28297,2016-12-25 14:14:26.28297,(202) 225-2735
625,482,district,Post Office Box 12267,,"Columbia, SC 29211",,,,,,2016-12-25 14:17:02.871687,2016-12-25 14:17:02.871687,(803) 734-2100
626,483,district,Post Office Box 142,,"Columbia, SC 29202",,,,,,2016-12-25 14:17:03.660145,2016-12-25 14:17:03.660145,(803) 734-2080
627,484,capitol,322 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 14:17:31.722065,2016-12-25 14:17:31.722065,(202) 225-3176
628,485,capitol,242 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 15:31:30.152144,2016-12-25 15:31:30.152144,(202) 225-3315
629,486,capitol,325 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 15:31:58.429764,2016-12-25 15:31:58.429764,(202) 225-9895
630,487,district,1207 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 15:32:20.917629,2016-12-25 15:32:20.917629,(202) 225-5501
631,488,district,116 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 15:35:48.252047,2016-12-25 15:35:48.252047,(202) 225-5301
632,489,district,1404 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 15:36:23.850861,2016-12-25 15:36:23.850861,(202) 225-6030
633,490,capitol,2229 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 15:36:45.122299,2016-12-25 15:36:45.122299,(202) 225-2452
634,491,capitol,217 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 15:45:17.914196,2016-12-25 15:45:17.914196,(202) 225-2811
635,492,district,1531 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 15:46:11.885021,2016-12-25 15:46:11.885021,(202) 225-4231
636,493,district,230 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 15:47:44.486637,2016-12-25 15:47:44.486637,(202) 225-3271
637,494,capitol,2404 Rayburn HOB,,"Washington, DC 20515",,,38.887107,-77.010475,,2016-12-25 15:47:53.446303,2016-12-25 15:47:53.446303,(202) 225-3265
638,495,district,1118 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 15:48:25.827309,2016-12-25 15:48:25.827309,(202) 225-4714
