id,district_id,state_id,office,member_full,name,last_name,first_name,party,email,url,twitter,facebook,youtube,googleplus,committees,senate_class,bioguide_id,photo,created_at,updated_at
252,289,17,United States House of Representatives IL-18,,Darin LaHood,LaHood,Darin,Republican,,https://lahood.house.gov/,RepLaHood,replahood,UCVRbtFwaBGcixZIkygtalRw,,,,,https://lahood.house.gov/sites/lahood.house.gov/files/wysiwyg_uploaded/headshot_sm.jpg,2016-12-22 23:15:41.172621,2016-12-22 23:15:41.172621
253,19,17,United States House of Representatives IL-12,,Mike Bost,Bost,Mike,Republican,,https://bost.house.gov/,RepBost,RepBost,,,,,,https://bost.house.gov/sites/bost.house.gov/files/styles/congress_featured_image/public/featured_image/Mike%20Profile%20on%20Facebook.png?itok=Ooux3E4p,2016-12-22 23:16:55.314926,2016-12-22 23:16:55.314926
254,293,17,United States House of Representatives IL-16,,Adam Kinzinger,Kinzinger,Adam,Republican,,http://kinzinger.house.gov/,repkinzinger,RepKinzinger,RepAdamKinzinger,,,,,http://bioguide.congress.gov/bioguide/photo/K/K000378.jpg,2016-12-22 23:17:20.874684,2016-12-22 23:17:20.874684
255,15,17,United States House of Representatives IL-02,,Robin L. Kelly,Kelly,Robin L.,Democratic,,http://robinkelly.house.gov/,RepRobinKelly,reprobinkelly,UCLhcNPX2nNQLNzwKW0nEykg,,,,,http://robinkelly.house.gov/sites/robinkelly.house.gov/files/wysiwyg_uploaded/Robin_Kelly_Web.jpg,2016-12-22 23:18:34.025092,2016-12-22 23:18:34.025092
256,40,17,United States House of Representatives IL-09,,Janice D. Schakowsky,Schakowsky,Janice D.,Democratic,,http://schakowsky.house.gov/,janschakowsky,janschakowsky,repschakowsky,,,,,http://schakowsky.house.gov/images/Jan_Schakowsky_headshot.jpg,2016-12-22 23:20:03.099627,2016-12-22 23:20:03.099627
257,308,17,United States House of Representatives IL-07,,Danny K. Davis,Davis,Danny K.,Democratic,,http://www.davis.house.gov/,RepDannyDavis,CongressmanDKDavis,dannykdavis07,,,,,http://bioguide.congress.gov/bioguide/photo/D/D000096.jpg,2016-12-22 23:21:55.170567,2016-12-22 23:21:55.170567
258,39,17,United States House of Representatives IL-11,,Bill Foster,Foster,Bill,Democratic,,http://foster.house.gov/,RepBillFoster,CongressmanBillFoster,RepBillFoster,,,,,http://foster.house.gov/sites/foster.house.gov/files/wysiwyg_uploaded/Foster%20photo%201.3.13_0.jpg,2016-12-22 23:22:52.999239,2016-12-22 23:22:52.999239
259,86,17,United States House of Representatives IL-05,,Mike Quigley,Quigley,Mike,Democratic,,http://quigley.house.gov/,RepMikeQuigley,repmikequigley,RepMikeQuigley,,,,,http://bioguide.congress.gov/bioguide/photo/Q/Q000023.jpg,2016-12-22 23:23:36.007788,2016-12-22 23:23:36.007788
27,,11,United States Senate,Donnelly (D-IN),Joe Donnelly,Donnelly,Joe,Democratic,"---
- https://www.donnelly.senate.gov/contact/email-joe
",http://www.donnelly.senate.gov,SenDonnelly,senatordonnelly,sendonnelly,,,Class I,D000607,IN_Donnelly.jpg (https://dl.airtable.com/cojooZiYQSuAYoPUhs0N_IN_Donnelly.jpg),2016-12-22 18:53:45.114217,2016-12-22 23:31:12.084348
260,205,11,United States House of Representatives IN-09,,Todd C. Young,Young,Todd C.,Republican,,http://toddyoung.house.gov/,RepToddYoung,RepToddYoung,RepToddYoung,,,,,,2016-12-22 23:31:12.912317,2016-12-22 23:31:12.912317
261,,11,United States Senate,,Daniel Coats,Coats,Daniel,Republican,,http://www.coats.senate.gov/,SenDanCoats,180671148633644,SenatorCoats,,,,,http://coats.senate.gov/images/about/senator-coats-sm.jpg,2016-12-22 23:31:13.749738,2016-12-22 23:31:13.749738
262,,11,Governor,,Mike Pence,Pence,Mike,Republican,,http://www.in.gov/gov/index.htm,GovPenceIN,GovernorMikePence,,,,,,http://www.in.gov/gov/images/Headshot_Gov.-elect_Pence.jpg,2016-12-22 23:31:14.583511,2016-12-22 23:31:14.583511
263,,11,Lieutenant Governor,,Sue Ellspermann,Ellspermann,Sue,Republican,,http://www.in.gov/lg/,sueellspermann,sue.ellspermann,,,,,,,2016-12-22 23:31:14.810003,2016-12-22 23:31:14.810003
264,128,11,United States House of Representatives IN-02,,Jackie Walorski,Walorski,Jackie,Republican,,http://walorski.house.gov/,RepWalorski,RepJackieWalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,,,,,http://bioguide.congress.gov/bioguide/photo/W/W000813.jpg,2016-12-22 23:31:41.616428,2016-12-22 23:31:41.616428
265,58,11,United States House of Representatives IN-08,,Larry Bucshon,Bucshon,Larry,Republican,,http://bucshon.house.gov/,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,,,,,http://bucshon.house.gov/sites/bucshon.house.gov/files/styles/section_front_boilerplate/public/Rep.%20Larry%20Bucshon%20Official%20Photo%20-%20Twitter.jpg?itok=frEHbgQT,2016-12-22 23:31:55.470954,2016-12-22 23:31:55.470954
266,286,11,United States House of Representatives IN-04,,Todd Rokita,Rokita,Todd,Republican,,http://rokita.house.gov/,toddrokita,RepToddRokita,reptoddrokita,,,,,http://rokita.house.gov/sites/rokita.house.gov/files/styles/section_front_boilerplate/public/Congressman_Todd_Rokita.jpg,2016-12-22 23:32:21.057757,2016-12-22 23:32:21.057757
267,80,11,United States House of Representatives IN-06,,Luke Messer,Messer,Luke,Republican,,http://messer.house.gov/,RepLukeMesser,RepLukeMesser,RepLukeMesser,,,,,http://bioguide.congress.gov/bioguide/photo/M/M001189.jpg,2016-12-22 23:33:05.026077,2016-12-22 23:33:05.026077
297,151,33,United States House of Representatives LA-03,,Charles W. Boustany Jr.,Boustany Jr.,Charles W.,Republican,,http://boustany.house.gov/,Repboustany,RepBoustany,UCVVkSbfy_-v2o_duwEWffJQ,,,,,http://boustany.house.gov/images/Charles_Boustany_portrait.jpg,2016-12-23 06:05:34.235905,2016-12-23 06:05:34.235905
268,221,11,United States House of Representatives IN-01,,Peter J. Visclosky,Visclosky,Peter J.,Democratic,,http://visclosky.house.gov/,repvisclosky,repvisclosky,PeteVisclosky1,,,,,http://visclosky.house.gov/sites/visclosky.house.gov/files/documents/Congressman%20Visclosky%20Headshot_0.png,2016-12-22 23:34:46.008039,2016-12-22 23:34:46.008039
269,287,11,United States House of Representatives IN-07,,Andre Carson,Carson,Andre,Democratic,,http://carson.house.gov/,repandrecarson,CongressmanAndreCarson,repandrecarson,,,,,http://carson.house.gov/sites/carson.house.gov/files/wysiwyg_uploaded/carson%20headshot%20-%202009%20-%20small_0.jpg,2016-12-22 23:35:55.882585,2016-12-22 23:35:55.882585
270,415,11,United States House of Representatives IN-03,,Marlin A. Stutzman,Stutzman,Marlin A.,Republican,,http://stutzman.house.gov/,RepStutzman,CongressmanMarlinStutzman,repstutzman,,,,,http://bioguide.congress.gov/bioguide/photo/S/S001188.jpg,2016-12-22 23:38:39.428373,2016-12-22 23:38:39.428373
271,12,11,United States House of Representatives IN-05,,Susan W. Brooks,Brooks,Susan W.,Republican,,http://susanwbrooks.house.gov/,SusanWBrooks,CongresswomanSusanWBrooks,SusanWBrooks,,,,,http://bioguide.congress.gov/bioguide/photo/B/B001284.jpg,2016-12-22 23:39:25.708752,2016-12-22 23:39:25.708752
272,,20,Governor,,Terry Branstad,Branstad,Terry,Republican,"---
- Contact.Governor@Iowa.gov
",http://www.governor.iowa.gov/,terrybranstad,TerryBranstad,terrybranstad,,,,,https://governor.iowa.gov/sites/default/files/styles/large/public/Governor-Branstad_0.jpg?itok=Ni7ECDrr,2016-12-22 23:43:12.180071,2016-12-22 23:43:12.180071
273,,20,Lieutenant Governor,,Kim Reynolds,Reynolds,Kim,Republican,,http://ltgovernor.iowa.gov/,kimreynoldsia,KimReynoldsIA,,,,,,https://ltgovernor.iowa.gov/sites/default/files/styles/large/public/LtGov-Reynolds-2013.jpeg?itok=1aykh75i,2016-12-22 23:43:12.396943,2016-12-22 23:43:12.396943
274,186,20,United States House of Representatives IA-04,,Steve King,King,Steve,Republican,,http://steveking.house.gov/,SteveKingIA,SteveKingIA,stevekingia,,,,,http://steveking.house.gov/sites/steveking.house.gov/files/king_headshot_low_res.jpg,2016-12-22 23:45:20.685145,2016-12-22 23:45:20.685145
275,179,20,United States House of Representatives IA-01,,Rod Blum,Blum,Rod,Republican,,https://blum.house.gov/,RepRodBlum,congressmanrodblum,UCACYUrK1zFAZzKcmz9ibEAg,,,,,,2016-12-22 23:45:52.682639,2016-12-22 23:45:52.682639
276,20,20,United States House of Representatives IA-03,,David Young,Young,David,Republican,,https://davidyoung.house.gov/,RepDavidYoung,RepDavidYoung,UCD2SzM1kn4iZfHccN4bocQA,,,,,https://davidyoung.house.gov/sites/davidyoung.house.gov/files/wysiwyg_uploaded/EditedHeadshot-.jpg,2016-12-22 23:46:18.026547,2016-12-22 23:46:18.026547
277,352,20,United States House of Representatives IA-02,,David Loebsack,Loebsack,David,Democratic,,http://loebsack.house.gov/,daveloebsack,DaveLoebsack,congressmanloebsack,,,,,http://bioguide.congress.gov/bioguide/photo/L/L000565.jpg,2016-12-22 23:46:25.530972,2016-12-22 23:46:25.530972
278,,39,Governor,,Sam Brownback,Brownback,Sam,Republican,,http://www.governor.ks.gov/,govsambrownback,govsambrownback,govsambrownback,,,,,,2016-12-23 00:02:34.887919,2016-12-23 00:02:34.887919
279,,39,Lieutenant Governor,,Jeff Colyer,Colyer,Jeff,Republican,,,,,,,,,,,2016-12-23 00:02:35.620692,2016-12-23 00:02:35.620692
280,190,39,United States House of Representatives KS-02,,Lynn Jenkins,Jenkins,Lynn,Republican,,http://lynnjenkins.house.gov/,replynnjenkins,replynnjenkins,RepLynnJenkins,,,,,http://bioguide.congress.gov/bioguide/photo/J/J000290.jpg,2016-12-23 00:03:59.971411,2016-12-23 00:03:59.971411
281,404,39,United States House of Representatives KS-04,,Mike Pompeo,Pompeo,Mike,Republican,,http://pompeo.house.gov/,repmikepompeo,CongressmanPompeo,congressmanpompeo,,,,,http://bioguide.congress.gov/bioguide/photo/P/P000602.jpg,2016-12-23 00:04:52.705972,2016-12-23 00:04:52.705972
282,189,39,United States House of Representatives KS-03,,Kevin Yoder,Yoder,Kevin,Republican,,http://yoder.house.gov/,RepKevinYoder,CongressmanKevinYoder,RepYoder,,,,,http://yoder.house.gov/sites/yoder.house.gov/files/wysiwyg_uploaded/KYPortrait.PNG,2016-12-23 00:05:36.896015,2016-12-23 00:05:36.896015
283,371,39,United States House of Representatives KS-01,,Tim Huelskamp,Huelskamp,Tim,Republican,,http://huelskamp.house.gov/,CongHuelskamp,congressmanhuelskamp,congressmanhuelskamp,,,,,http://bioguide.congress.gov/bioguide/photo/H/H001057.jpg,2016-12-23 00:10:28.942401,2016-12-23 00:10:28.942401
284,,5,Governor,,Matt Bevin,Bevin,Matt,Republican,"---
- governor@ky.gov
",http://governor.ky.gov/about/Pages/default.aspx,MattBevin,GovMattBevin,UCDSVVIYqlr023il6THfJy8Q,,,,,http://governor.ky.gov/SiteCollectionImages/gov-bevin-bio.jpg,2016-12-23 00:12:36.477,2016-12-23 00:12:36.477
285,,5,Lieutenant Governor,,Jenean Hampton,Hampton,Jenean,Republican,"---
- ltgovernor@ky.gov
",,,,,,,,,,2016-12-23 00:12:36.674895,2016-12-23 00:12:36.674895
286,59,5,United States House of Representatives KY-05,,Harold Rogers,Rogers,Harold,Republican,,http://halrogers.house.gov/,RepHalRogers,CongressmanHalRogers,RepHalRogers,,,,,http://halrogers.house.gov/images/pic_headshot2.jpg,2016-12-23 00:12:56.22975,2016-12-23 00:12:56.22975
287,290,5,United States House of Representatives KY-04,,Thomas Massie,Massie,Thomas,Republican,,http://massie.house.gov/,RepThomasMassie,RepThomasMassie,repthomasmassie,,,,,http://massie.house.gov/sites/massie.house.gov/files/styles/section_front_boilerplate/public/Photo1.JPG,2016-12-23 00:13:29.86739,2016-12-23 00:13:29.86739
288,231,5,United States House of Representatives KY-03,,John A. Yarmuth,Yarmuth,John A.,Democratic,,http://yarmuth.house.gov/,RepJohnYarmuth,214258646163,RepJohnYarmuth,,,,,http://bioguide.congress.gov/bioguide/photo/Y/Y000062.jpg,2016-12-23 00:13:37.365317,2016-12-23 00:13:37.365317
289,81,5,United States House of Representatives KY-01,,Ed Whitfield,Whitfield,Ed,Republican,,,RepEdWhitfield,RepEdWhitfield,,,,,,,2016-12-23 00:13:44.452742,2016-12-23 00:13:44.452742
290,227,5,United States House of Representatives KY-02,,Brett Guthrie,Guthrie,Brett,Republican,,http://guthrie.house.gov/,RepGuthrie,CongressmanGuthrie,,,,,,http://guthrie.house.gov//images/user_images/2012-11-27_pnn_0044.jpg,2016-12-23 00:18:15.885841,2016-12-23 00:18:15.885841
291,333,5,United States House of Representatives KY-06,,Andy Barr,Barr,Andy,Republican,,http://barr.house.gov/,RepAndyBarr,RepAndyBarr,RepAndyBarr,,,,,http://bioguide.congress.gov/bioguide/photo/B/B001282.jpg,2016-12-23 00:20:38.212707,2016-12-23 00:20:38.212707
292,11,33,United States House of Representatives LA-06,,Garret Graves,Graves,Garret,Republican,,https://garretgraves.house.gov/,RepGarretGraves,CongressmanGarretGraves,,,,,,https://garretgraves.house.gov/sites/garretgraves.house.gov/files/styles/congress_image_thumbnail/public/wysiwyg_uploaded/Rep%20Graves%20Cropped_1.jpg?itok=1VaXUzLi,2016-12-23 06:04:12.918992,2016-12-23 06:04:12.918992
293,,33,United States Senate,,David Vitter,Vitter,David,Republican,,http://www.vitter.senate.gov/,DavidVitter,DavidVitter,,,,,,http://www.vitter.senate.gov/imo/media/image/vitter-headshot-200.jpg,2016-12-23 06:04:13.839183,2016-12-23 06:04:13.839183
294,,33,Governor,,Jon Bel Edwards,Edwards,Jon Bel,Democratic,,http://gov.louisiana.gov/,,,,,,,,,2016-12-23 06:04:14.746987,2016-12-23 06:04:14.746987
295,,33,Lieutenant Governor,,Billy Nungesser,Nungesser,Billy,Republican,"---
- ltgov@crt.la.gov
",http://www.crt.state.la.us/lt-governor/index,,BillyNungesserPage,,,,,,http://www.crt.state.la.us/Assets/LTG/BillyNungesser.jpg,2016-12-23 06:04:15.424649,2016-12-23 06:04:15.424649
296,180,33,United States House of Representatives LA-01,,Steve Scalise,Scalise,Steve,Republican,,http://scalise.house.gov/,SteveScalise,RepSteveScalise,RepSteveScalise,,,,,http://scalise.house.gov/sites/scalise.house.gov/files/styles/section_front_boilerplate/public/Scalisephoto_sm.png,2016-12-23 06:04:44.234557,2016-12-23 06:04:44.234557
379,,46,Governor,,Chris Christie,Christie,Chris,Republican,,http://www.state.nj.us/governor/,GovChristie,GovChrisChristie,GovChristie,,,,,http://www.state.nj.us/governor/library/photos/log_photo2.jpg,2016-12-23 13:15:35.306901,2016-12-23 13:15:35.306901
298,419,33,United States House of Representatives LA-04,,John Fleming,Fleming,John,Republican,,http://fleming.house.gov/,RepFleming,RepJohnFleming,larep04,,,,,http://fleming.house.gov/uploadedphotos/mediumresolution/781db6f7-f384-48ef-9001-e9213d20c054.jpg,2016-12-23 06:06:25.995725,2016-12-23 06:06:25.995725
299,211,33,United States House of Representatives LA-05,,Ralph Lee Abraham,Abraham,Ralph Lee,Republican,,https://abraham.house.gov/,RepAbraham,ralphabrahamforcongress,,,,,,https://abraham.house.gov/sites/abraham.house.gov/files/styles/congress_image_thumbnail/public/wysiwyg_uploaded/Abraham%20Official_0.jpeg?itok=6SPbhXEo,2016-12-23 06:08:52.776828,2016-12-23 06:08:52.776828
300,,49,United States Senate,,Angus S. King Jr.,King Jr.,Angus S.,Independent,,http://www.king.senate.gov/,SenAngusKing,SenatorAngusSKingJr,SenatorAngusKing,,,,,http://www.king.senate.gov/imo/media/image/2013%20Senator%20King%20Official%20Portrait1.jpg,2016-12-23 06:20:50.875199,2016-12-23 06:20:50.875199
301,,49,Governor,,Paul LePage,LePage,Paul,Republican,"---
- governor@maine.gov
",http://www.maine.gov/governor/lepage/,Governor_LePage,mainesgov,,,,,,http://www.maine.gov/governor/lepage/images/paul_lepage-225.jpg,2016-12-23 06:20:51.84004,2016-12-23 06:20:51.84004
302,379,49,United States House of Representatives ME-02,,Bruce Poliquin,Poliquin,Bruce,Republican,,https://poliquin.house.gov/,RepPoliquin,RepPoliquin,UCFk3paQ30PAME40YgJkuH4Q,,,,,,2016-12-23 06:21:08.831937,2016-12-23 06:21:08.831937
303,181,49,United States House of Representatives ME-01,,Chellie Pingree,Pingree,Chellie,Democratic,,http://pingree.house.gov/,chelliepingree,ChelliePingree,congresswomanpingree,,,,,http://bioguide.congress.gov/bioguide/photo/P/P000597.jpg,2016-12-23 06:21:15.401918,2016-12-23 06:21:15.401918
304,116,48,United States House of Representatives MD-01,,Andy Harris,Harris,Andy,Republican,,http://harris.house.gov/,repandyharrismd,AndyHarrisMD,RepAndyHarris,,,,,http://bioguide.congress.gov/bioguide/photo/H/H001052.jpg,2016-12-23 06:27:57.618884,2016-12-23 06:27:57.618884
305,,48,United States Senate,,Barbara A. Mikulski,Mikulski,Barbara A.,Democratic,,http://www.mikulski.senate.gov/,SenatorBarb,SenatorMikulski,senatormikulski,,,,,http://bioguide.congress.gov/bioguide/photo/M/M000702.jpg,2016-12-23 06:27:58.539963,2016-12-23 06:27:58.539963
306,,48,Governor,,Larry Hogan,Hogan,Larry,Republican,,http://www.governor.maryland.gov/,LarryHogan,MDGov,UCC9-LqdXPTfO765n5uSwIxg,,,,,http://governor.maryland.gov/wp-content/uploads/2015/01/larry_hogan.jpg,2016-12-23 06:27:59.375935,2016-12-23 06:27:59.375935
307,,48,Lieutenant Governor,,Boyd Rutherford,Rutherford,Boyd,Republican,,http://www.governor.maryland.gov/ltgovernor/,BoydKRutherford,BoydKRutherford,,,,,,http://governor.maryland.gov/wp-content/uploads/2015/01/lt_governor.jpg,2016-12-23 06:27:59.591564,2016-12-23 06:27:59.591564
308,134,48,United States House of Representatives MD-05,,Steny H. Hoyer,Hoyer,Steny H.,Democratic,,http://hoyer.house.gov/,WhipHoyer,WhipHoyer,LeaderHoyer,101034621762797800083,,,,http://bioguide.congress.gov/bioguide/photo/H/H000874.jpg,2016-12-23 06:28:17.41015,2016-12-23 06:28:17.41015
309,2,48,United States House of Representatives MD-06,,John K. Delaney,Delaney,John K.,Democratic,,http://delaney.house.gov/,RepJohnDelaney,congressmanjohndelaney,repjohndelaney,,,,,http://bioguide.congress.gov/bioguide/photo/D/D000620.jpg,2016-12-23 06:28:34.560185,2016-12-23 06:28:34.560185
310,273,48,United States House of Representatives MD-03,,John P. Sarbanes,Sarbanes,John P.,Democratic,,http://sarbanes.house.gov/,RepJohnSarbanes,RepJohnSarbanes,RepJohnSarbanes,,,,,http://bioguide.congress.gov/bioguide/photo/S/S001168.jpg,2016-12-23 06:28:41.123771,2016-12-23 06:28:41.123771
311,400,48,United States House of Representatives MD-07,,Elijah E. Cummings,Cummings,Elijah E.,Democratic,,http://cummings.house.gov/,RepCummings,elijahcummings,ElijahECummings,,,,,http://bioguide.congress.gov/bioguide/photo/C/C000984.jpg,2016-12-23 06:29:27.014205,2016-12-23 06:29:27.014205
312,117,48,United States House of Representatives MD-02,,C. A. Dutch Ruppersberger,Dutch Ruppersberger,C. A.,Democratic,,http://dutch.house.gov/,Call_Me_Dutch,184756771570504,ruppersberger,,,,,http://bioguide.congress.gov/bioguide/photo/R/R000576.jpg,2016-12-23 06:30:18.466937,2016-12-23 06:30:18.466937
34,,35,United States Senate,Warren (D-MA),Elizabeth Warren,Warren,Elizabeth,Democratic,"---
- https://www.warren.senate.gov/?p=email_senator
",http://www.warren.senate.gov,SenWarren,senatorelizabethwarren,senelizabethwarren,,,Class I,W000817,MA_Warren.jpg (https://dl.airtable.com/NnYIlGVT0yIS8pRzQmwP_MA_Warren.jpg),2016-12-22 18:53:59.755068,2016-12-23 06:38:48.3167
313,,35,Governor,,Charlie Baker,Baker,Charlie,Republican,,http://www.mass.gov/governor/,massgovernor,CharlieBakerMA,massgovernor,,,,,http://www.mass.gov/governor/images/governor-charlie-baker-300x450.jpg,2016-12-23 06:38:49.188672,2016-12-23 06:38:49.188672
314,,35,Lieutenant Governor,,Karyn Polito,Polito,Karyn,Republican,,http://www.mass.gov/governor/biolieutenant-governor-karyn-polito.html,karynpolito,karynpolitoMA,,,,,,http://www.mass.gov/governor/images/ltgovernor-karyn-polito-300x450-.jpg,2016-12-23 06:38:50.694165,2016-12-23 06:38:50.694165
315,156,35,United States House of Representatives MA-03,,Niki Tsongas,Tsongas,Niki,Democratic,,http://tsongas.house.gov/,nikiinthehouse,RepTsongas,RepTsongas,,,,,http://bioguide.congress.gov/bioguide/photo/T/T000465.jpg,2016-12-23 06:39:02.814382,2016-12-23 06:39:02.814382
316,89,35,United States House of Representatives MA-01,,Richard E. Neal,Neal,Richard E.,Democratic,,http://neal.house.gov/,RepRichardNeal,325642654132598,RepRichardENeal,,,,,http://bioguide.congress.gov/bioguide/photo/N/N000015.jpg,2016-12-23 06:39:09.173977,2016-12-23 06:39:09.173977
317,157,35,United States House of Representatives MA-09,,William R. Keating,Keating,William R.,Democratic,,http://keating.house.gov/,USRepKeating,Congressman.Keating,RepBillKeating,,,,,,2016-12-23 06:39:32.504733,2016-12-23 06:39:32.504733
318,335,35,United States House of Representatives MA-05,,Katherine M. Clark,Clark,Katherine M.,Democratic,,http://katherineclark.house.gov/,RepKClark,KatherineClarkForCongress,UCgaI52w7QKI8LtkSeCCmSuw,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001101.jpg,2016-12-23 06:39:44.035382,2016-12-23 06:39:44.035382
319,158,35,United States House of Representatives MA-08,,Stephen F. Lynch,Lynch,Stephen F.,Democratic,,http://lynch.house.gov/,RepStephenLynch,repstephenlynch,RepLynch,,,,,http://lynch.house.gov/sites/lynch.house.gov/files/images/LynchOfficial.JPG,2016-12-23 06:39:50.41431,2016-12-23 06:39:50.41431
320,363,53,United States House of Representatives RI-01,,David N. Cicilline,Cicilline,David N.,Democratic,,http://cicilline.house.gov/,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,,,,,http://cicilline.house.gov/sites/cicilline.house.gov/files/styles/section_front_boilerplate/public/IMG_7994_Edit.jpg?itok=67cXydQo,2016-12-23 06:40:32.564342,2016-12-23 06:40:32.564342
321,,53,Governor,,Gina M. Raimondo,Raimondo,Gina M.,Democratic,"---
- governor@governor.ri.gov
",http://www.governor.ri.gov/,GinaRaimondo,GinaMRaimondo,,,,,,http://www.governor.ri.gov/assets/img/site/headshot.jpg,2016-12-23 06:40:33.174289,2016-12-23 06:40:33.174289
322,,53,Lieutenant Governor,,Daniel J. McKee,McKee,Daniel J.,Democratic,"---
- info@ltgov.state.ri.us
",http://www.ltgov.ri.gov/,LGDanMcKee,,,,,,,http://www.ltgov.ri.gov/assets/img/headshot.jpg,2016-12-23 06:40:33.36012,2016-12-23 06:40:33.36012
323,228,35,United States House of Representatives MA-07,,Michael E. Capuano,Capuano,Michael E.,Democratic,,http://www.house.gov/capuano/,,RepMichaelCapuano,RepMikeCapuano,,,,,http://capuano.house.gov/images/Cap1575_a.jpg,2016-12-23 06:40:56.368718,2016-12-23 06:40:56.368718
324,434,35,United States House of Representatives MA-02,,James P. McGovern,McGovern,James P.,Democratic,,http://mcgovern.house.gov/,repmcgovern,RepJimMcGovern,repjimmcgovern,,,,,http://bioguide.congress.gov/bioguide/photo/M/M000312.jpg,2016-12-23 06:42:14.492457,2016-12-23 06:42:14.492457
325,343,35,United States House of Representatives MA-04,,Joseph P. Kennedy III,Kennedy III,Joseph P.,Democratic,,http://kennedy.house.gov/,RepJoeKennedy,301936109927957,UCgfHlaGqxD8p-2V_YlNIqrA,100992101347167127390,,,,http://kennedy.house.gov/sites/kennedy.house.gov/files/wysiwyg_uploaded/Kennedy-MA04-pic_0.jpg,2016-12-23 06:44:58.679308,2016-12-23 06:44:58.679308
326,426,35,United States House of Representatives MA-06,,Seth Moulton,Moulton,Seth,Democratic,,https://moulton.house.gov/,sethmoulton,SethMoultonForCongress,sethmoulton,,,,,https://moulton.house.gov/wp-content/uploads/2015/07/SWM-Headshot-200x300.jpg,2016-12-23 06:45:59.978733,2016-12-23 06:45:59.978733
327,,34,United States Senate,,Gary Peters,Peters,Gary,Democratic,,http://www.peters.senate.gov/,SenGaryPeters,SenatorGaryPeters,,,,,,http://www.peters.senate.gov/imo/media/image/committee.jpg,2016-12-23 07:22:57.315777,2016-12-23 07:22:57.315777
328,,34,Governor,,Rick Snyder,Snyder,Rick,Republican,"---
- rick.snyder@michigan.gov
",,onetoughnerd,GovernorRickSnyder,govsnyder,109385835282239056800,,,,,2016-12-23 07:22:58.169599,2016-12-23 07:22:58.169599
329,,34,Lieutenant Governor,,Brian Calley,Calley,Brian,Republican,"---
- brian.calley@michigan.gov
",,ltgovcalley,briancalley,,,,,,,2016-12-23 07:22:58.746235,2016-12-23 07:22:58.746235
330,259,34,United States House of Representatives MI-12,,Debbie Dingell,Dingell,Debbie,Democratic,,https://debbiedingell.house.gov/,RepDebDingell,debbie.dingell,UCnoP3KLT-HOvzDfC1-I-9lQ,,,,,https://debbiedingell.house.gov/sites/debbiedingell.house.gov/files/wysiwyg_uploaded/dingell-pic_1.jpg,2016-12-23 07:23:05.019052,2016-12-23 07:23:05.019052
331,171,34,United States House of Representatives MI-03,,Justin Amash,Amash,Justin,Republican,,http://amash.house.gov/,repjustinamash,repjustinamash,repjustinamash,,,,,http://bioguide.congress.gov/bioguide/photo/A/A000367.jpg,2016-12-23 07:23:28.234231,2016-12-23 07:23:28.234231
332,170,34,United States House of Representatives MI-01,,Dan Benishek,Benishek,Dan,Republican,,http://benishek.house.gov/,congressmandan,CongressmanDan,CongressmanDan,,,,,http://benishek.house.gov/sites/benishek.house.gov/files/styles/section_front_boilerplate/public/Official%20Picture_web_0.jpg,2016-12-23 07:23:40.256859,2016-12-23 07:23:40.256859
333,122,34,United States House of Representatives MI-05,,Daniel T. Kildee,Kildee,Daniel T.,Democratic,,http://dankildee.house.gov/,RepDanKildee,RepDanKildee,RepDanKildee,,,,,http://dankildee.house.gov/wp-content/uploads/2014/11/Headshot-Congressman-Dan-Kildee-small.jpg,2016-12-23 07:24:14.870056,2016-12-23 07:24:14.870056
334,60,34,United States House of Representatives MI-06,,Fred Upton,Upton,Fred,Republican,,http://upton.house.gov/,RepFredUpton,RepFredUpton,RepFredUpton,,,,,http://bioguide.congress.gov/bioguide/photo/U/U000031.jpg,2016-12-23 07:25:38.528632,2016-12-23 07:25:38.528632
335,100,34,United States House of Representatives MI-02,,Bill Huizenga,Huizenga,Bill,Republican,,http://huizenga.house.gov/,RepHuizenga,RepHuizenga,RepHuizenga,108377989918510111501,,,,http://bioguide.congress.gov/bioguide/photo/H/H001058.jpg,2016-12-23 07:25:44.982257,2016-12-23 07:25:44.982257
336,28,34,United States House of Representatives MI-14,,Brenda L. Lawrence,Lawrence,Brenda L.,Democratic,,https://lawrence.house.gov/,RepLawrence,brendalawrenceforcongress,,,,,,https://lawrence.house.gov/sites/lawrence.house.gov/files/wysiwyg_uploaded/logo-photo.png,2016-12-23 07:26:14.470116,2016-12-23 07:26:14.470116
337,254,34,United States House of Representatives MI-07,,Tim Walberg,Walberg,Tim,Republican,,http://walberg.house.gov/,RepWalberg,RepWalberg,RepWalberg,,,,,http://bioguide.congress.gov/bioguide/photo/W/W000798.jpg,2016-12-23 07:26:37.510094,2016-12-23 07:26:37.510094
338,132,34,United States House of Representatives MI-13,,John Conyers Jr.,Jr.,John Conyers,Democratic,,http://conyers.house.gov/,repjohnconyers,CongressmanConyers,JCMI14,,,,,,2016-12-23 07:26:54.934305,2016-12-23 07:26:54.934305
